Account_No,Month_ID,Product_Category,Revenue
43838604,130,Services,39314
24848112,136,Services,39279
80707184,128,Online Products,39196
54949520,130,Online Products,39164
68484104,125,Services,39078
71414953,132,Services,38991
74848132,134,Online Products,38984
99696211,121,Online Products,38970
30606604,127,Online Products,38900
25555521,131,Services,38787
25555521,138,Online Products,38775
9797210,133,Services,38633
54949520,128,Online Products,38605
69393112,130,Services,38550
14040147,127,Services,38538
9797210,132,Services,38462
86767603,138,Services,38397
54747520,120,Services,38382
32121521,129,Services,38371
14040147,134,Services,38361
14040147,136,Services,38268
41010143,138,Online Products,38213
93939111,124,Services,38157
27575845,137,Online Products,38122
84343952,122,Services,38119
98181961,133,Services,38079
43838604,133,Services,38047
27575845,136,Online Products,37827
93939111,123,Services,37796
93939111,120,Services,37704
93939111,121,Services,37639
84646844,131,Services,37493
68181520,127,Services,37485
43838604,132,Services,37462
79292522,122,Online Products,37382
18080129,128,Services,37322
14040147,124,Services,37305
30707619,133,Services,37263
43838604,120,Services,37142
25757967,138,Online Products,37139
41313520,131,Services,37128
25555521,129,Services,37074
39494140,132,Services,37049
14040147,135,Services,37043
84343952,132,Online Products,37000
79292522,121,Online Products,36974
98080522,133,Online Products,36898
89393970,138,Online Products,36867
68484104,123,Services,36799
14040147,123,Services,36788
41010143,135,Services,36731
42525961,137,Services,36730
27575845,120,Services,36708
27575845,121,Services,36581
4545136,126,Services,36529
93939111,122,Services,36431
79292522,120,Online Products,36427
41010143,134,Services,36395
78787111,122,Services,36365
78787111,121,Services,36205
98181961,136,Services,36163
54949520,129,Online Products,36005
14040147,121,Services,35944
80707184,138,Online Products,35916
14040147,130,Services,35899
71414953,126,Services,35882
42121111,138,Services,35718
42525961,138,Services,35568
14040147,131,Services,35567
54949520,122,Online Products,35544
41313520,132,Online Products,35481
29393604,126,Services,35459
41010143,136,Online Products,35411
29393604,127,Services,35393
25757967,126,Online Products,35390
9797210,131,Services,35345
68484104,124,Services,35311
18080129,126,Services,35235
82424132,132,Services,35218
2020106,138,Services,35198
74848132,133,Online Products,35169
54949520,124,Online Products,35086
30707619,134,Services,34996
71414953,125,Services,34986
55252101,121,Online Products,34945
14040147,122,Services,34768
65757124,126,Services,34716
39494140,138,Services,34701
65757124,128,Services,34603
9797210,130,Services,34571
63333112,127,Services,34565
9797210,129,Services,34491
42121111,137,Services,34455
80707184,132,Online Products,34429
71414953,123,Services,34399
29393604,125,Services,34344
78787111,120,Services,34304
63333112,126,Services,34283
97878594,137,Online Products,34279
2020106,137,Services,34265
41010143,137,Online Products,34262
42121111,136,Services,34174
31515815,126,Online Products,34143
65757124,131,Services,34102
12727521,127,Services,34097
97878594,134,Online Products,34080
39494140,137,Services,34046
18080129,127,Services,33937
30707619,136,Services,33840
25555521,128,Services,33826
63232104,137,Services,33822
37878111,127,Services,33704
97878594,133,Online Products,33696
54949520,125,Online Products,33659
39494140,133,Services,33623
39494140,131,Services,33621
14040147,129,Services,33611
71414953,120,Services,33606
39494140,135,Services,33605
65757124,129,Services,33482
31515815,127,Online Products,33467
99696211,122,Online Products,33458
65757124,130,Services,33401
41010143,133,Services,33366
30606604,123,Online Products,33361
25757967,135,Services,33342
74242614,137,Services,33326
27575845,135,Online Products,33297
42525961,136,Services,33266
34343132,124,Services,33253
71414953,121,Services,33238
71414953,124,Services,33168
42121111,135,Services,33083
71414953,122,Services,32954
98181961,137,Services,32890
97575124,138,Services,32870
84646844,130,Services,32817
82424132,131,Services,32706
98181961,138,Services,32631
31515815,126,Services,32623
58585974,138,Services,32623
39494140,134,Services,32612
39494140,120,Services,32589
8686522,126,Online Products,32427
63333112,125,Services,32361
42121111,134,Services,32268
28282143,130,Online Products,32235
39494140,136,Services,32188
97878594,135,Online Products,32165
24848112,135,Services,32029
98181961,132,Services,31976
25757967,128,Online Products,31973
42121111,131,Services,31949
27171133,138,Services,31921
90404604,132,Services,31917
12929521,122,Services,31900
58585974,137,Services,31857
28282143,133,Online Products,31739
80707184,129,Online Products,31739
72626521,120,Support,31705
41313520,129,Services,31704
25757967,138,Services,31703
25757967,136,Services,31635
31515815,127,Services,31617
2020106,121,Services,31604
25757967,133,Services,31603
25757967,124,Online Products,31527
65757124,127,Services,31496
54949520,126,Online Products,31313
25757967,134,Services,31309
41313520,130,Services,31223
2020106,128,Services,31212
30707619,130,Services,31111
66363165,131,Services,31077
91111603,136,Services,31012
98080522,135,Online Products,30973
42121111,132,Services,30957
42121111,133,Services,30923
24848112,134,Services,30904
80707184,134,Online Products,30859
98080522,134,Online Products,30790
8686522,125,Online Products,30692
30707619,135,Services,30648
8686522,127,Online Products,30338
42121111,129,Services,30278
42121111,130,Services,30247
2020106,122,Services,30187
37878111,126,Services,30174
9797210,128,Services,30126
41010143,135,Online Products,30075
84343952,121,Services,30067
12929521,121,Services,30018
39494140,121,Services,30014
98181961,130,Services,29974
86767603,137,Services,29918
31515815,125,Services,29884
97878594,136,Online Products,29858
98181961,131,Services,29823
74848132,132,Online Products,29752
65757124,125,Services,29737
84343952,128,Online Products,29606
84343952,131,Online Products,29484
84343952,122,Online Products,29484
4545136,125,Services,29453
25555521,126,Services,29426
25757967,137,Services,29393
49797521,134,Services,29375
12929521,120,Services,29354
31515815,125,Online Products,29337
25757967,126,Services,29283
97575124,137,Services,29279
54949520,127,Online Products,29204
42121111,127,Services,29163
98080522,132,Online Products,29105
65757124,123,Services,29069
30707619,131,Services,29029
26565108,138,Services,28988
30606604,122,Online Products,28918
10808940,131,Services,28877
68484104,122,Services,28874
2020106,132,Services,28864
50909134,136,Online Products,28713
70202603,121,Services,28703
41010143,132,Services,28669
2020106,133,Services,28652
80707184,127,Online Products,28625
2020106,120,Services,28579
39494140,122,Services,28578
31515815,124,Online Products,28530
25757967,131,Services,28510
65757124,124,Services,28493
80707184,133,Online Products,28482
18080129,125,Services,28468
74242614,138,Services,28353
74848132,130,Online Products,28309
42121111,126,Services,28191
50909134,134,Online Products,28179
2020106,129,Services,28166
2020106,130,Services,28130
25555521,125,Services,28111
4545136,123,Services,28092
25757967,137,Online Products,28049
97878594,132,Online Products,28014
25757967,132,Services,28013
39494140,123,Services,27989
80707184,130,Online Products,27924
30707619,128,Services,27882
69393112,134,Online Products,27867
58585974,136,Services,27813
4545136,124,Services,27787
42121111,128,Services,27720
25757967,125,Online Products,27694
31515815,134,Online Products,27679
13737882,133,Services,27675
84343952,129,Online Products,27662
37878111,125,Services,27656
91111603,135,Services,27623
74848132,131,Online Products,27581
34343132,121,Services,27577
31515815,123,Online Products,27565
25555521,124,Services,27528
2020106,123,Services,27383
28282143,121,Online Products,27374
8383524,134,Services,27341
26565108,136,Services,27307
39494140,124,Services,27301
2020106,126,Services,27236
50909134,129,Online Products,27235
26565108,137,Services,27193
30606604,121,Online Products,27176
2020106,131,Services,27164
28282143,126,Online Products,27142
27171133,137,Services,26981
32121521,128,Services,26941
45555157,138,Online Products,26883
24848112,133,Services,26867
80707184,126,Online Products,26849
45555157,137,Online Products,26804
98080522,136,Online Products,26791
84343952,130,Online Products,26739
25555521,127,Services,26736
18080129,123,Services,26697
10808940,138,Services,26687
10808940,129,Services,26631
30707619,132,Services,26621
42121111,125,Services,26556
25757967,130,Services,26541
2020106,135,Services,26521
18080129,121,Services,26512
10808940,137,Services,26441
2020106,125,Services,26320
67676520,121,Online Products,26318
8383524,135,Services,26308
9797210,126,Services,26290
82828155,137,Services,26279
98181961,128,Services,26277
8686522,124,Online Products,26235
2020106,136,Services,26234
55252101,120,Online Products,26221
90404604,137,Services,26220
25757967,124,Services,26214
80707184,124,Online Products,26200
2020106,127,Services,26158
45555157,124,Online Products,26075
98181961,129,Services,26068
89393970,132,Online Products,26066
25757967,125,Services,26056
25757967,121,Online Products,25985
45555157,122,Online Products,25975
24848112,132,Services,25970
45555157,136,Online Products,25945
8383524,136,Services,25942
31515815,123,Services,25938
42121111,124,Services,25920
68484104,120,Services,25889
25757967,127,Online Products,25852
97575124,136,Services,25845
28282143,129,Online Products,25832
31515815,134,Services,25794
9797210,127,Services,25768
31515815,120,Services,25763
90404604,138,Services,25736
31515815,124,Services,25714
18080129,124,Services,25709
10808940,136,Services,25699
41010143,134,Online Products,25693
98080522,138,Online Products,25679
19292522,129,Services,25654
80707184,125,Online Products,25635
27575845,134,Online Products,25620
22626619,132,Services,25613
84343952,126,Online Products,25585
65757124,122,Services,25441
98181961,127,Services,25415
